,text
153,"I just listed: 'Great American Guitar Solo / Various', for 14.95 via @amazon https://t.co/UpCtfE2jvc Books Amazon… https://t.co/5Qj1r5MQ82"
154,@w_terrence @FLOTUS @realDonaldTrump #TokenTerrence Sick/dying baby's at #USA border #Trump wrongly deemed criminal… https://t.co/UBj5mGeSB4
155,"#HOPE 328
Great Presidential Quotes:
No man has a good enough memory to be a successful liar.
#AbrahamLincoln… https://t.co/7lpQGI1iuN"
156,"@realDonaldTrump In 2014 Steve Bannon studied how ISIS used #facebook to recruit across the world.

Then, he follow… https://t.co/jhGImCj7F7"
157,"""all #lies, plain and simple"" - how #Emory #University (#Atlanta, #Georgia) #agents ""defend"" their  #conspiracy in… https://t.co/9o7AeUS09t"
158,#T183RDEH/EVERYONE HAS A STORY NEVER JUDGE SOMEBODY LIVING BY THE MEANS.-----TRUMP #TRUMP
159,Here are the most up to date odds to win #POTUS. #Trump is still in the drivers seat with #Bernie2020 leading the c… https://t.co/YTHaTcADB0
160,#MikeHuckabee goes on bizarre rant about #Trump 'sucking' #coronavirus out of Americans' lungs https://t.co/C3YhqVv45T
161,#trump is sooooo the unfit he is destroying the #USA #VoteBlueNoMatterWho https://t.co/6EgIi3ZOpW
162,"The Upcoming March 9th, 2020 New Yorker magazine cover shows Trump wearing a surgical mask over his eyes… https://t.co/jIWKNVIe6J"
163,"I love @SenSanders and he's the one who voted to improve the # VA,  not #TRUMP. #SANDERSandMILLER Veterans Bill.  S… https://t.co/tgbwuIIvxC"
164,@MarshaBlackburn @VP #WallStreet has #ZERO confidence in @VP and the #Trump administration! #dumpsterfire… https://t.co/Tws1WWxC65
165,"@LaurelMillerICG @rabrowne75 U.S got.... NOTHING! #Trump gets to SAY he got a lot! 
All about the illusion"
166,Great news for #Afghanistan people! #US will be gone and #Peace is coming. #Taliban #Trump https://t.co/D9wKuXgtjb
167,New #coronavirus infections in California &amp; Oregon not linked to travel abroad. Are these first local infections in… https://t.co/G6NguxIQnX
168,"Strange way to respond to a ‘hoax’:
#Trump, the science denier, calls the #coronavirus a #Democratic ‘hoax’ as his… https://t.co/YUM4gBbq59"
169,For those #Republicans who think #Trump is protecting them suggest you load free app #flightradar24 see all the air… https://t.co/A7hit0Uy8E
170,While we face a potential #pandemic threat this is what #Trump is fretting about. #LeadershipFailure  https://t.co/te8ZMln7Vr
171,"@seanhannity If #Trump wins in November I can retire in 5 years.
If the #Democrats win I can retire in 25 years. I'll be 85"
172,Live now! Let’s get into this Bs! Trump is the first black president? Lol I can’t stand y’all! #trump… https://t.co/ZD8yB2GqA8
173,"#Trump hoax

https://t.co/Rl1I6k8VXH ""No One Believes Trump - Which isn’t good in an international crisis."" https://t.co/G4yDyadSxD"
174,"What was once a 61% #Dow gain just 16 days ago on Feb,12 has eroded to a far thinner 38.6% rally as the index fell… https://t.co/38F9YyHn5b"
175,"@jakereverie @Insects4Bernie @no_silenced ""a damn flag"" you say oh communist one! That flag represents the United S… https://t.co/CF7YbCqGo2"
176,"I just listed: 'A Season's Promise', for 13.35 via @amazon https://t.co/kQF9GjylwG Books Amazon… https://t.co/9Z7nSuEYDP"
177,"@leilacleigh #Trump calls #coronavirus #criticism #Democrats’ new hoax and links it to #immigration
https://t.co/DkiKub5m4z"
178,"#Trump is ignoring the lessons of 1918 flu pandemic that killed millions, historian says.

#CoronaVirus
#COVID19US… https://t.co/p7BgdiYUPs"
179,"POTUS Trump said we'd get tired of winning. I've become addicted to it. 
THANK YOU @POTUS @realDonaldTrump… https://t.co/s4eWTcdD1D"
180,"@BethLynch2020 Do you mean stop, like #Trump has stopped using his lying spawn to rally for votes?"
181,"@Acyn #hoax really?? How dumb! But TRUMPeteers will believe ANYTHING! 
Like #trump is a dealmaker! Hahahahaha… https://t.co/rSzj51XRUu"
182,@mama_c2 @Markfry809 So why do Trump supporters continue to support a “man” who lacks every admirable human quality… https://t.co/8xIOjaLYYt
183,@realDonaldTrump “Number of U.S. coronavirus cases of unknown origin climbs to four” BUT POTUS SAYS IT’S A #HOAX!!!… https://t.co/zAxNYXMBo4
184,"The Virus and the Economy - U.S. growth will take a hit from the coronavirus, but Trump has a leadership opportunit… https://t.co/bYAW7AcE2o"
185,"No ""I love God"" Leader for millennia has Spoken the Law that is ""The All"" of God's Law &amp; Instruction b/c it was omi… https://t.co/PTvGLzwEXf"
186,"#Trump brazenly 
Encourages 
#ElectionInterference
 #SouthCarolina 

Doesn't even pretend to have a shred of decenc… https://t.co/o8mGh183Dr"
187,"#LindseyGraham to #Trump at #SouthCarolina #Rally:
""Thank you for putting up with the never-ending bullshit you have to go through ! """
188,Anyone have a link to Trumps statement at 1:30 PM? #trump #coronavirus
189,"I Hear @realdonaldtrump &amp; His #Minions Want @BernieSanders 2 Run Against Him!
Seeing As I Don't Believe Anything Th… https://t.co/8Cka1hQCQM"
190,Ever heard of Lucifer? Heard of the UN? Heard of Barack Obama? Heard of Lucis Trust? #Qanon #WWG1WGA #MAGA #UN… https://t.co/JQLYBS3YUi
191,@ideasurge We won't learn anything from #SouthCarolina because #Trump supporters are going to skew the vote... #Election2020
192,"@realDonaldTrump
@GOP
@DNC
#Trump
BBC News - Coronavirus: France bans large indoors gatherings in bid to curb virus https://t.co/r5lQ8YmMvb"
193,I'm kinda glad that #Trump is encouraging his #StuckonTrumpers to vote for Sanders in primary. I'm ready for the Un… https://t.co/zYJdCK1Su5
194,Trump Coronavirus Bungling Part Deux: The Fatal Blow?  #International #Opinion #Politics #Trump #Anthony #Fauci… https://t.co/nG8WpV9N9U
195,"@realDonaldTrump You mean you're going to lie to us some more at 1:30 today. 

#Trump #TrumpLies #TrumpLiesMatter… https://t.co/Ms7JObEpwU"
196,#putin AND #trump back bernie https://t.co/ufVfiaBFO7
197,"@funder People will probably go to the White House and cough until #Trump catches it.

#Coronavirus"
198,"NOAA Relies on ‘Russian Collusion’ to Claim January Was Hottest Month on Record 
https://t.co/8OEJG2DESW 
#MAGA #TRUMP"
199,"Judges Who Tilt the Scales of Justice Do Exist 
https://t.co/WbCK0942MY 
#MAGA #TRUMP"
200,"Bernie Sanders Is No George McGovern 
https://t.co/twQoBrU0OW 
#MAGA #TRUMP"
201,"@ShehuKura1 @JakeSherman We already tried beating #tRump with a #NeoLiberal.  And, none of this cycles batch is as… https://t.co/77oLOHxZbB"
202,@realDonaldTrump Is #Trump gonna make Jared the #CaronavirusCzar now that he’s achieved peace in the Middle East?
203,"Here’s why you made more money under #Obama than you did with #Trump

New data shows that inflation-adjusted WAGE G… https://t.co/LMeOsmvkxg"
204,"""Pocahontas.""The Independent: #Trump uses racial slur during African American History Month reception at White Hous… https://t.co/CMw9F04P8G"
205,GOP officials calling their voters to vote #Bernie2020 in #SouthCarolinaPrimary remind me the #HillaryClinton campa… https://t.co/PnaqUSfkwY
206,#Trump to discuss #coronavirus threat #Saturday at White House https://t.co/6s3XkUImIO
207,Reed Galen: #Trump's #coronavirus response highlights why his White House is always in disarray: NBC… https://t.co/xnSft1F06i
208,"@WaterSolarWind #Trump's hoping #COVID19 will ""decrease the excess population"""
209,Fact- Chinese gov’t tried to keep the virus secret. By 1/31/2020 #Trump had declared a public health emergency and… https://t.co/SxXdlt6JLF
210,This string is deceptively important. It highlights the interconnection of the global economy and the economic cris… https://t.co/35tAZ8uzKH
211,@tedlieu @CDCgov @realDonaldTrump The only hoax is that #trump and his cronies have American interest aa priority.… https://t.co/J8u3yEIJPx
212,I have to admit to being a bit shocked at the somewhat fair and positive coverage of the #Taliban #PeaceDeal. I ima… https://t.co/QGhjwnUPra
213,"#hoax    Incapable of Recognizing Threats 2 America~
Dummy Don Don, The GOP, Trumpies, FOX News~
What a Bunch of Du… https://t.co/VYM3S0eDTG"
214,Mulvaney @MickMulvaneyOMB is #Trump's chief prop and enabler. Congress needs to subpoena him. He' the one who ensur… https://t.co/ksKmYc36Iw
215,#Trump #BorderSecurity policy at work. He should send the military and close the border altogether. https://t.co/t90WVOUh4X
216,"Donald #Trump Jr. just said something unreal about Democrats and the #coronavirus: CNN https://t.co/77DD0ZSehz

MOR… https://t.co/pDq9NSJ6si"
217,"In case you haven't see it... And a daily reminder that #DonaldTrump is an EFFFING ASSSSS!

https://t.co/eOgS4y3Hao… https://t.co/sOgVDvJH4T"
218,@NBCNews Hmmmm. Didn't Trump say he was a fan of Stop-and-frisk?? #TrumpIsAnIdiot #Trump #COVID19 #Bloomberg2020… https://t.co/dvrLudMy1t
219,China's Belt and Road path of economic destruction. Beware the China Exim Bank https://t.co/p62dqG9Jsn via… https://t.co/uSEfTuAQ7B
220,#SCPrimary #Bernie2020 #M4A #GND #Marijuana #Cannabis #Hemp #God says eat as meat y'all #MisfitBlackGirls… https://t.co/wsVWqLKv0p
