,text
99,"BREAKING: #Trudeau’s wife tests POSITIVE for #coronavirus, #Canada's PM has “no symptoms” but to remain in self-iso… https://t.co/sE2ZP5x71I"
100,"With news that @JustinTrudeau’s wife, Sophie, has tested positive for #COVID19, it disgusts me how people are wishi… https://t.co/tUeHTB6Eqz"
101,"Fabrizio Romano be like:
""Callum Hudson Odoi(Chelsea) found positive totally confirmed including add ons and contra… https://t.co/9VX1HdUYs2"
102,"The stupid is out in full force

THAT’S the real epidemic here; not any #coronavirus"
103,Good grief @Expedia! I've been trying you for 8+ hours now. Please just update the website notification on your (&lt;7… https://t.co/uvBMcXPtXj
104,"The fact that this is even up for debate is ridiculous. Safety of the players,staff and fans should always always come first. #Coronavirus"
105,"As pressure for #coronavirus vaccine mounts, scientists debate risks of accelerated testing. https://t.co/q7Cl5NWMs6 via @Reuters #COVID19"
106,"Research team has isolated the COVID-19 virus - Sunnybrook Research Institute YAY! Now, take a breath and PUT THOSE… https://t.co/T2h7q4tEmg"
107,"He sure sounds like he has shortness of breath during his brief address.

#coronavirus #COVID19 
#COVIDー19 https://t.co/zfnOP1F6DE"
108,IS IT feeling like ONE of thoses times when #life is beating you down? #coronavirus https://t.co/O3p9yqRudw
109,"Just a random thought,

Psst…..If we were all being honest with ourselves…

---We rather have this guy in charge….… https://t.co/zYfW6elMDV"
110,"This #coronavirus is getting way out of government hands! Before long it’ll be The Walking Dead! No joke, plus have… https://t.co/xFN39dS0JQ"
111,"If it continues with it’s speed for the next 1 months ,most city’s around the world would have shut down  #coronavirus #coronathougth"
112,"@SrBachchan but you are still following a handle""@RanaAyyub"",which has also symptom like a #coronavirus, for social media...😎"
113,"@VarrieV - #Wax HOT OR FLOP?
RETWEET/LIKE if I should keep it in rotation. #JXMXSXN #Music #BestMusicVideo… https://t.co/CkM4Y01Oho"
114,"At the March 9, 2020 #FoxNewsTownHall with #BernieSanders, anchor #BretBaier asked #Bernie if he would ""close down… https://t.co/LMwGfYPSV2"
115,the governor of one of the states says its every where ... they're not even gonna bother testing .. #coronavirus
116,"Wake up citizens, #Trump do not want to take a test on himself because he wants to make sure as many of us are expo… https://t.co/URWdZ8AVKr"
117,"wife of Canada Prime Minister  #Trudeau  tests positive for CoVid 19 .. #coronavirus 
https://t.co/n4fBRZPtz0"
118,How much toilet paper is enough toilet paper?  #CoronavirusPandemic #coronavirus
119,I’m not worried about the toilet paper shortage during this #CoronavirusPandemic. Just go to #CVS and buy a chapsti… https://t.co/x8Cqdzey4I
120,"Update: SPORTS IS CANCELED. Throw it all out.
#coronavirus https://t.co/ORL6dNatZh"
121,"Lmmfao!! I had to!!! 
#coronavirus #lmmfao #toiletpaper  #doingthemost #extraaf #toofunny #staysafe #justforlaughs… https://t.co/s6aaJKHizj"
122,"#Coronavirus When China built hospital for Corona virus patients, Most of world leaders thought it's joke... for th… https://t.co/BeDZ6A9hMi"
123,When ur dentist tells u to sanitize bc of the corona but her gloves were made in China #coronavirus #screwed… https://t.co/o6d4nK0QUZ
124,May Allah protect everyone. Hats off to Dar us salam for cancelling Friday and daily prayers to protect people. It… https://t.co/vY94JO2K5G
125,They are putting all their weight and effort behind #coronavirus to try and sink #Trump. I think he is up to the ta… https://t.co/j2u30n6DAv
126,You know the apocalypse is near when even Arron's rent a center is sending emails out about #coronavirus.
127,#mexico doubled the #COVID19 #coronavirus in 24 hours. And the inefficient mexican president @lopezobrador_ is promoting kissing and hugs
128,Live SARS-Cov-2 virus can be found  in fecal sample. This might be an issue regarding ongoing clinical #microbiome… https://t.co/iLiQZ9vUd5
129,"#Riddle me this #coronavirus How do you contain something when some people can be carriers (unknowingly),  never sh… https://t.co/p0Qy0e9jCY"
130,CSDM schools closed tomorrow due to COVID-19 (CSDM Facebook page}.  #csdm #COVID19 #coronavirus #Montreal https://t.co/UZgzDaRQSs
131,"#Libya is not in a position to confront the #coronavirus if it arrives, the head of its disease control center said… https://t.co/h0krDxYHbm"
132,"#BREAKING Sophie Grégoire Trudeau, wife of Canadian PM Justin Trudeau tested positive for COVID-19. PM Justin Trude… https://t.co/bxmRte16Dh"
133,"Me, walking into school if the government decides to have us spend the first few weeks of our summer vacation makin… https://t.co/lHS3H7uejr"
134,"Canadian PM's wife, Sophie Trudeau tests positive for #coronavirus She had traveled to London recently. https://t.co/s3hiJui53E"
135,"I got a #coronavirus joke😂😂
You probably won’t get it😆💀💀"
136,"Just... Lol.. the very first bullet point.. ""clean hands at the door"". Like.. wtf is happening??? At the door? Clea… https://t.co/FBlkxkMejA"
137,@broomstick33 Was resenting having to miss a mass gathering this evening as my chap has “comobidities” &amp; we are “of… https://t.co/q2yGUlst4T
138,"But make no mistake about it, this is HUGE. People ARE dieing. We currently do not have a solution. Public assembly… https://t.co/4pLKMZHGTS"
139,The preacher man says it the end of time and the Mississippi River she’s a goin’ dry. The interest is up and the st… https://t.co/nOMZ0YkpTJ
140,Refreshing Twitter is like spinning a wheel of names to see who else has #coronavirus.
141,My god but I wish we had some politicians like this to here in Ireland to question and demand better of the HSE and… https://t.co/E9TLl5adcq
142,"So, the #coronavirus was originally linked to a market selling live wild animals. There's approx a million reasons… https://t.co/VLlOF2Hw5v"
143,Just #coronavirus things #memes https://t.co/hyJrmfAvik
144,🇮🇷 URGENT - #Iran is in a chaotic situation facing #COVID19 and is asking for help from all over the world. In part… https://t.co/0hJCb485A6
145,Every pandemic movie I’ve ever watched is literally happening right now. In real life. And its fucking wild. #COVID19 #coronavirus
146,"BREAKING NOW. 

#coronavirus #COVID19 https://t.co/yA47q8HIca"
147,Went to the store cause I am scared the idiots are going to buy all the TP and it was nearly gone. Grabbed two pack… https://t.co/sFbMFSbUn4
148,"For everyone missing out on sporting events, lost money on the stock market and missing out on household items due… https://t.co/e1veCKSHRe"
149,I have a great idea. Test any med related suit on #HarveyWeinstein #CoronavirusPandemic #CoronaOutbreak #coronavirus #coronavirus
