,text
111,"After #Soleimani Killing, #Iran and Its Proxies Recalibrate in #Iraq https://t.co/Qj4h9aYgdp"
112,"Copy of #Pompeo's opening remarks before HFAC today on #Iran &amp; #Iraq. He will call death of #Soleimani a ""deescalat… https://t.co/xUEfo0a9xh"
113,@SpokespersonCHN You know which Iranian doesn't have to worry about #COVID19 #Soleimani
114,@kady @LeonaAlleslev @lraitt @DavidLametti @CTVNews @VassyKapelos @CBCNews @globalnews @RobertFife @MercedesGlobal… https://t.co/LwJ8XIqH53
115,"You won't see this on MSM: the ""Left Party"" of Germany filed charges against #Merkel for murder of #Soleimani, whic… https://t.co/h9YRfKTCpK"
116,8 members of German parliament filled a lawsuit against German government officials for aiding US in assassinating… https://t.co/086FRZzABu
117,"One day when I have enough power, I will prove to the world that you were not a terrorist.
We miss you a lot💙… https://t.co/rCFeCkDyxt"
118,"@BernieSanders Hey, @BernieSanders the main perpetrator of riots #TahirHussian has been suspended by his Party. Evi… https://t.co/56Fun74XrR"
119,"#Soleimani’s rise to power in the ME was aided by the #Obama administration’s disastrous “Iran Nuclear Deal,” as we… https://t.co/sAbLGY0cvK"
120,"@AOC Exactly what decisions has @VP made that has cost lives?  Or @realDonaldTrump for that matter, other than… https://t.co/SFul0CVlpD"
121,@Rschooley Why is Secretary of the Treasury Mnuchin advising the President on both the #coronavirus and the… https://t.co/CzSYSyE1AA
122,"Continued indications that #Soleimani's death is hindering #Iran's disruptive meddling: ""Four PMU factions known to… https://t.co/ZpZtlz8iWf"
123,Iran’s influence network in #Iraq has taken a battering. The killing of #Soleimani and al-Muhandis and anti-governm… https://t.co/CB4HVDgOuX
124,Vice President Mike #Pence mocked Bernie #Sanders for calling Qassem #Soleimani a government official and said: Sol… https://t.co/3euySywybe
125,"I miss you a lot Haj Qasem 😔❤
#قاسم‌_سلیمانی 
#QasemSoleimani 
#Soleimani https://t.co/K7lgtlccq8"
126,#Fox @SenAmyKlobuchar upset @realDonaldTrump killed #Soleimani? Of course she is. He killed dozens of Americans dir… https://t.co/BG0sMrZPTu
127,"Only 50 days since #US stupid act of assassinating Qassem #Soleimani , #Russia, #Syria and #Turkey are on the brink… https://t.co/w52m8VcSPR"
128,#soleimani rusia War Turkey. Turkey killed rusia and Putin https://t.co/AY3oUd74b3
129,"8th week... yet our hearts beat in grief

#Soleimani ❤️💛 #CommanderOfHearts
1:20' AM https://t.co/F6YJoQFE4R"
130,"It's been 8 weeks 🚩
Friday night, 1:20 am

Shahid Qasem #Soleimani #قرار_عاشقی https://t.co/rsv2yPFEhe"
131,"#BREAKING: After #US attack on #Soleimani
the German Left Party @dieLinke files criminal charges against Angela… https://t.co/bGzQbRnNid"
