0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.16489711,0.15533015,0.110922344,-0.04141818,0.23629399,-0.08441124,0.23047592,-0.18623663,0.29292628,0.076108865,0.13736735,-0.31440017,-0.17734094,0.03623055,0.21091048,0.15619732,-0.069078274,0.18155035,0.0787042,-0.046305403,0.075770885,0.15897408,0.19931637,0.13764638,-0.16829753,0.19033146,-0.15681887,-0.3023416,-0.20763575,0.09352532,-0.0671759,0.30530986,0.3240115,-0.29143748,-0.1547874,-0.23535421,-0.08838704,0.17008184,0.018370511,-0.16837078,0.15609345,-0.0152704315,-0.18919736,0.12823008,0.26050925,-0.19127256,-0.22682992,-0.059117872,0.0276396,0.120022796,-0.32569093,-0.023118358,-0.19172627,0.19897297,0.04945725,0.2024065,-0.20131858,-0.066379525,0.058202747,0.00037067832,0.0024635463,-0.06353514,0.13644259,0.04238183,-0.20329553,0.1761798,0.1070097,-0.11127282,0.16375992,0.16295896,0.06932707,-0.0018507157,0.014834014,-0.1664715,0.3880434,-0.098229006,-0.1331143,0.15943623,-0.0076607484,0.17156714,-0.29176798,-0.10038941,0.29237717,-0.04514384,0.24154943,0.20479326,-0.066732906,-0.0032178734,-0.08368279,0.08938031,-0.36344352,-0.18267952,0.29484805,-0.10798095,0.4129193,0.006710452,0.26130703,-0.15210468,0.05749126,0.069812566
0.074560575,0.10522122,0.15535699,-0.08969807,0.14344735,-0.07494916,0.28058216,-0.048519973,0.35842827,0.14301887,0.031562053,-0.29667866,-0.124431,0.041829202,0.18553284,0.14247313,-0.08252686,0.20588458,-0.027051564,-0.04114605,0.14001285,0.2571267,0.0911052,0.14502074,-0.114828765,0.033270363,-0.053546775,-0.19814704,-0.121225014,0.06346859,-0.032451984,0.2842175,0.31175053,-0.35763887,-0.13123718,-0.110209525,-0.10073481,0.043398276,-0.04078293,-0.21085653,0.23036118,-0.12266077,-0.2893902,0.14036092,0.2164341,-0.13915473,-0.21128586,-0.019410327,0.029318845,0.10880563,-0.38774556,0.0031076202,-0.014186375,0.13883935,-0.017111432,0.24367979,-0.03841025,-0.00480491,0.09827431,-0.018036775,0.041777782,-0.02918423,0.16500472,0.2123435,-0.04233432,0.15960364,-0.099670075,-0.09675661,0.28857586,0.15898375,0.15901603,0.004050195,-0.07017885,-0.25539523,0.35075083,-0.052610375,-0.14383942,0.13844422,-0.04516053,0.23741506,-0.25133678,-0.15659016,0.3301219,-0.04802501,0.21882392,0.14581667,-0.061594922,-0.010739166,-0.06562339,0.120766476,-0.27023107,-0.20530796,0.35599622,-0.046716046,0.3193632,0.014365796,0.14368555,-0.12861408,0.067241035,-0.031295568
-0.07109759,0.18972147,0.08808867,-0.02995401,0.06489565,-0.2625006,0.25210068,-0.067005925,0.4548648,0.17599058,0.10680214,-0.30131432,-0.20691474,-0.0038660977,0.3806216,0.10640694,-0.031329717,0.3049488,-0.007007454,0.03303678,-0.08178687,0.20680068,0.22994998,0.115078576,-0.08093507,-0.05506009,-0.18957038,-0.22942297,-0.1477401,0.1320583,-0.21599324,0.3106682,0.35381365,-0.22267362,-0.26378912,-0.06830499,-0.050330378,0.016931515,-0.0058963276,-0.1962213,0.20433356,0.08501954,-0.12958302,0.046491686,0.1728513,-0.20009245,-0.16213515,-0.07394887,0.060491364,-0.043073628,-0.25860456,0.0513227,-0.027568823,0.3125818,-0.14450194,0.3722804,0.06688908,-0.0901105,0.095306,-0.20405309,0.17968534,-0.059763968,-0.035239335,0.1964716,-0.048672505,0.0689273,-0.026166601,-0.0073169023,0.23865178,0.090747945,0.2334507,0.015508756,0.04741067,-0.03792924,0.32564005,0.010213324,-0.22552194,0.16868146,-0.059073973,0.04868663,-0.50256634,-0.17845535,0.25801948,-0.092423856,0.22073121,0.14396869,-0.08843867,-0.057588346,-0.04365256,0.06619893,-0.013570004,-0.08153557,0.3984749,0.021524448,0.24051316,-0.097447634,0.12668477,-0.0904436,-0.06222776,-0.0019769424
0.08555766,0.15271291,0.12414882,-0.07931479,0.24712159,-0.21148312,0.20271318,0.034667138,0.21999465,0.18268502,0.0747421,-0.14793232,-0.10132376,0.17222893,0.22165598,0.0543571,-0.11963931,0.09652021,-0.08512792,-0.04094186,0.05363838,0.32130414,0.14894135,0.04192735,-0.18855882,0.07790905,-0.036128182,-0.13006775,-0.064595416,0.19648355,-0.18710339,0.25644636,0.37032512,-0.45819816,0.019690113,-0.11357519,-0.100458495,0.054840773,0.09898078,-0.20675115,0.15721023,0.08940021,-0.30054763,0.06409841,0.4922175,-0.16253594,-0.12857229,-0.0896014,0.14856242,0.072073296,-0.45727208,-0.0022916442,0.047437683,0.23335403,-0.05663581,0.2932727,-0.005185404,-0.019445056,0.20962878,0.12488371,0.0011899931,-0.088516556,0.12774219,0.27976564,-0.09328944,0.2511654,0.0054427288,-0.18627381,0.26536456,0.25394943,0.20036077,-0.105062485,-0.06994616,-0.38304785,0.3097348,-0.03630132,0.018840814,0.226519,-0.012244615,0.05264111,-0.23043174,-0.072005354,0.30477813,0.00084388506,0.23659205,0.3009905,-0.19670999,-0.03844863,-0.13330227,-0.069546476,-0.14731562,-0.03547338,0.4052713,0.051488593,0.325325,-0.05146048,0.23309879,-0.2175443,0.061482865,0.023534978
0.15708072,0.24558827,0.14699079,-0.1474673,0.19962122,-0.09992307,0.310363,0.011479927,0.3253858,-0.024297914,-0.014287373,-0.18643308,-0.09931956,0.17142238,0.116204105,0.22126997,-0.028668687,0.1503921,-0.12017102,-0.01733292,0.05804146,0.1380919,0.13245402,-0.05419709,-0.32478467,0.025756156,-0.030765906,-0.20757607,-0.047148794,0.06679252,-0.13354294,0.1830187,0.37374872,-0.3074397,-0.19327705,-0.02428044,-0.10928816,0.12833293,-0.04824522,-0.14733538,0.12700318,0.014068708,-0.26814082,0.21980177,0.20162106,-0.2002432,-0.27384996,-0.019363528,-0.0710115,0.05416837,-0.40393797,-0.032890372,-0.18179195,0.21777102,-0.09247013,0.22649458,-0.07591389,-0.06985583,-0.0191869,0.009113963,0.11136428,-0.09906284,0.13621745,0.26785713,-0.056673426,0.18740126,0.041365243,-0.13900867,0.1765257,0.11920946,0.10941498,-0.09892251,0.05477535,-0.18356632,0.25096872,-0.16217126,-0.20550498,0.18714346,0.055637263,0.12377063,-0.33902854,-0.20231514,0.21777417,-0.22923018,0.35990974,0.21648374,-0.05729479,0.030862352,-0.115994,0.10782504,-0.14174163,0.020452013,0.39692953,-0.022518754,0.25294766,-0.12592895,0.16084084,-0.18697265,0.0143834725,0.0070458767
-0.089864,0.20568244,0.19336678,0.0026510037,0.23366411,-0.1978957,0.4267882,-0.041727826,0.44169733,0.06989474,0.06832221,-0.3253846,-0.28679782,0.12475903,0.30256158,0.10770758,-0.07712058,0.014707943,0.13463272,-0.036630422,0.019845383,0.2523235,0.2524985,0.011227947,-0.29583544,0.16766359,-0.21138999,-0.3313347,-0.18839315,0.01292531,-0.051656067,0.26941082,0.2593803,-0.22189258,-0.2132568,-0.19928199,-0.09982603,0.15860169,0.095370226,-0.25084433,0.20715055,-0.06111973,-0.12047456,0.11333648,0.2780948,-0.11409222,-0.23448516,0.015337234,-0.041224487,-0.06454243,-0.3291378,-0.08066961,-0.00016313561,0.2441619,0.04087309,0.19215575,-0.061138622,0.05972375,0.16558902,-0.03471998,0.16025066,-0.040629227,0.17402752,0.14561565,-0.1646708,0.12658523,-0.020615576,-0.053163674,0.36343008,0.18778928,0.1068122,0.013186918,-0.07428202,-0.23234197,0.3032688,-0.20115699,-0.13596775,0.14536509,0.121435635,0.11076449,-0.26537907,-0.0935974,0.2142413,-0.12091686,0.3100481,0.17310198,-0.08713972,0.08140443,-0.15882815,0.08964899,-0.2640364,-0.14867881,0.39859578,-0.06830891,0.35930076,-0.07171796,0.21586601,-0.093049295,0.06658117,-0.05739103
-0.049215194,0.20102726,0.08497413,0.03214718,0.25248757,-0.117299184,0.19992524,-0.18255076,0.33740205,0.09911468,0.14402021,-0.16023292,-0.15210055,0.12109892,0.27965203,0.18846785,-0.1647216,0.15142766,0.05696882,-0.0020030255,0.13138968,0.28797144,0.20193984,0.10160976,-0.20331165,0.11854259,-0.04921104,-0.2823787,-0.14673,0.033385716,-0.13150609,0.23827267,0.25702468,-0.24974109,-0.13074808,-0.23598431,-0.14203279,0.063185096,-0.021581566,-0.28599527,0.18128456,-0.09593585,-0.32315978,0.095924765,0.24368209,-0.29397866,-0.17587383,-0.13257,0.03086027,0.0819585,-0.33815652,-0.044994194,-0.080093406,0.2975723,-0.05246943,0.3150688,-0.056166228,0.098161,0.10058187,-0.04304927,0.079280734,-0.0469115,0.09820032,0.23474465,-0.026375515,0.016841479,-0.00760217,-0.16335937,0.25137588,0.21489261,0.1184797,-0.05242629,-0.06416374,-0.26815167,0.37970436,-0.019173209,-0.2065878,0.16616903,-0.035077754,0.17903759,-0.25439757,-0.099658884,0.2942034,-0.11279952,0.16917275,0.13506576,-0.10396247,-0.010113464,-0.06368561,0.14911668,-0.26672667,-0.12082152,0.39237568,0.009404097,0.28165492,0.0863178,0.09333161,-0.17235264,0.0007275457,0.002702567
0.1439642,0.14646153,0.12622932,0.005038157,0.11724453,-0.15773743,0.2696548,-0.20626464,0.24278751,-0.016150389,-0.05272595,-0.3856502,-0.10764418,0.081881985,0.22392733,0.13714814,-0.11783868,0.08994018,-0.14761317,-0.082277894,0.11147766,0.1345249,0.100149915,0.055678762,-0.18377125,-0.074981675,-0.08621229,-0.29536414,-0.062654294,0.09738349,-0.11379738,0.18892339,0.39785004,-0.22270742,-0.08817539,0.016039148,-0.19763581,0.13117678,-0.02572133,-0.23166713,0.15154007,-0.020222276,-0.18542002,0.07233288,0.2487785,-0.07147446,-0.2322696,0.06874739,-0.013165578,0.0038681268,-0.33375567,-0.12114664,-0.07244365,0.124774255,-0.039192397,0.2703498,0.06997093,-0.1713017,0.12712274,0.007868427,0.15452792,-0.21962368,0.27492833,0.1165944,-0.07183708,0.20934804,-0.00721513,-0.27055484,0.2579585,0.29544577,0.06177659,0.01165688,0.06445062,-0.3792465,0.32984668,-0.1429076,-0.06750961,0.15641254,0.014402265,0.116631866,-0.17706816,-0.14863303,0.19602528,-0.06345812,0.24546497,0.18350688,-0.08230784,-0.010219867,-0.17112987,-0.04106117,-0.068562016,-0.05970315,0.28535807,0.22539374,0.2297571,-0.02487256,0.20676288,-0.18685977,0.064016975,-0.019499034
-0.085720636,0.28567898,0.090710655,0.076255396,0.2947207,-0.09912833,0.26429227,-0.24768168,0.3462572,0.19768065,0.35199136,-0.29086345,-0.25498304,0.18808495,0.23275456,0.18903247,-0.1190368,0.19855204,-0.03546344,0.090041295,-0.122746065,0.2331776,0.25023872,-0.030185834,-0.2712641,-0.121918336,-0.29245567,-0.4072808,-0.044244763,-0.13351002,0.16646366,0.32537436,0.18625483,-0.10822358,-0.008897181,-0.12939668,-0.2665213,0.108058736,-0.18675974,-0.35990453,0.14531595,0.025137823,-0.17971136,0.029945333,0.43284,-0.14701664,-0.3180573,-0.12685134,-0.09646545,0.1605891,-0.44096223,-0.05965323,0.0070266016,0.25679103,0.22841802,0.31971517,-0.10855487,0.04019734,0.093128435,-0.05730087,0.19496047,-0.099413306,0.2184929,0.17778778,0.014210727,0.09099927,0.20794764,-0.1254191,0.28530186,0.38970828,0.090505466,0.07504562,-0.0142263025,-0.337874,0.22572213,-0.08804322,-0.035595153,0.22114569,-0.021350712,-0.021056088,-0.16908202,-0.013147611,0.3241948,0.01970242,0.25048226,0.21224055,-0.102147914,-0.031972643,-0.35267404,-0.021075469,-0.36876255,-0.23299736,0.4898896,0.032877836,0.2174262,0.04060341,0.2228077,-0.08719133,0.033042915,-0.09028928
0.11213378,0.1795954,0.05478228,0.011830779,0.10017942,-0.11844015,0.22482137,-0.11570861,0.3888332,0.026343329,0.20796849,-0.2918995,-0.023579286,0.14960383,0.27657753,0.089862905,-0.016006326,0.16387379,-0.08073868,-0.120432936,0.1198287,0.12463729,0.15293609,0.06047819,-0.185159,0.044408757,-0.055604424,-0.24026345,-0.15993394,-0.03320377,-0.11320983,0.3616615,0.2238134,-0.23599601,-0.17536907,-0.21610375,-0.29374447,0.0077952296,0.05048384,-0.08461004,0.19329982,-0.06702929,-0.28745118,0.12639105,0.16832912,-0.42474014,-0.07246453,-0.17238854,0.11357991,0.021166284,-0.26598942,-0.12294801,-0.026631365,0.16746436,0.11191024,0.22887252,0.08455591,-0.028740091,0.08294916,-0.005219843,0.24314831,-0.13792004,-0.10658918,0.2903231,-0.08122023,-0.081600316,0.12466366,-0.03466225,0.13447194,0.09880342,0.15586852,-0.07393918,-0.14466806,-0.2615392,0.38449335,-0.08520253,-0.36794448,0.055035915,-0.113326125,0.38754994,-0.46821943,-0.14435329,0.39316276,-0.018806513,0.23043425,0.24975388,-0.13243711,0.034126736,0.021566192,0.30533558,-0.28573364,-0.1274633,0.2935795,-0.05820481,0.20777376,0.0950801,0.05280292,-0.06878698,0.07067067,-0.045455556
